hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
84, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
84, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
84, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
85, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
85, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
85, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
85, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
86, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
86, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
86, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
86, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
87, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
87, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
87, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
87, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
88, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
88, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
88, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
88, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
89, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
89, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
89, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
89, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
90, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
90, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
90, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
90, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
91, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
91, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
91, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
91, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
92, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
92, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
92, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
92, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
93, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
93, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
93, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
93, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
94, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
94, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
94, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
94, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
95, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
95, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
95, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
95, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
96, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
96, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
96, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
96, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
97, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
97, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
97, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
97, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
98, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
98, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
98, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
98, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
99, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
99, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
99, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
99, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
100, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
100, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
100, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
100, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
101, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
101, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
101, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
101, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
102, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
102, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
102, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
102, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
103, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
103, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
103, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
103, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
104, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
104, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
104, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
104, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
105, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
105, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
105, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
105, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
106, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
106, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
106, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
106, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
107, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
107, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
107, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
107, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
108, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
108, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
108, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
108, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
109, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
109, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
109, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
109, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
110, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
110, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
110, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
110, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
111, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
111, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
111, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
111, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
112, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
112, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
112, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
112, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
113, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
113, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
113, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
113, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
114, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
114, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
114, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
114, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
115, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
115, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
115, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
115, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
116, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
116, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
116, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
116, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
117, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
117, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
117, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
117, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
118, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
118, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
118, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
118, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
119, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
119, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
119, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
119, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
120, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
120, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
120, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
120, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
121, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
121, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
121, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
121, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
122, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
122, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
122, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
122, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
123, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
123, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
123, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
123, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
124, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
124, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
124, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
124, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
125, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
125, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
125, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
125, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
126, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
126, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
126, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
126, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
127, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
127, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
127, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
127, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
128, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
128, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
128, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
128, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
129, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
129, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
129, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
129, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
130, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
130, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
130, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
130, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
131, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
131, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
131, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
131, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
132, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
132, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
132, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
132, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
133, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
133, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
133, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
133, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
134, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
134, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
134, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
134, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
135, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
135, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
135, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
135, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
136, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
136, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
136, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
136, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
137, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
137, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
137, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
137, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
138, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
138, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
138, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
138, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
139, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
139, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
139, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
139, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
140, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
140, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
140, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
140, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
141, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
141, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
141, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
141, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
142, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
142, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
142, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
142, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
143, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
143, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
143, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
143, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
144, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
144, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
144, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
144, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
145, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
145, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
145, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
145, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
146, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
146, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
146, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
146, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
147, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
147, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
147, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
147, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
148, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
148, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
148, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
148, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
149, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
149, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
149, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
149, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
150, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
150, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
150, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
150, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
151, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
151, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
151, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
151, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
152, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
152, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
152, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
152, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
153, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
153, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
153, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
153, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
154, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
154, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
154, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
154, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
155, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
155, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
155, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
155, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
156, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
156, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
156, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
156, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
157, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
157, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
157, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
157, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
158, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
158, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
158, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
158, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
159, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
159, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
